Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
49930,6,15/02/2018 10:25:39,53,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37735.8490566038,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,18867.9245283019,18867.9245283019,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,513,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 09:06:25,54182976,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0369119629,54182976.0,0.0,54182976,54182976,54182976,54182976.0,0.0,54182976,54182976,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0369119629,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,15/02/2018 09:51:29,2927151,9,7,1148,1581,677,0,127.5555555556,218.6910555505,1173,0,225.8571428571,430.0986044197,932.3058496128,5.4660658094,195143.4,267256.723668675,849807,4,2927151,365893.875,383927.245715136,1131954,4,2807079,467846.5,391602.844666251,1064384,127307,0,0,0,0,192,152,3.0746620178,2.3914037916,0,1173,160.5294117647,312.0440909645,97371.5147058823,0,0,0,1,0,0,0,0,0,170.5625,127.5555555556,225.8571428571,0,0,0,0,0,0,9,1148,7,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
445,6,15/02/2018 03:22:27,1396606,7,5,364,582,103,0,52.0,49.2172056636,409,0,116.4,167.0353256051,677.3563911368,8.5922586614,126964.181818182,145323.908283405,280489,31,1396606,232767.666666667,113995.287759919,280677,88,1118441,279610.25,1125.6975245006,280520,278174,0,0,0,0,148,108,5.0121508858,3.5801077756,0,409,72.7692307692,109.5332170669,11997.5256410256,0,0,0,1,0,0,0,0,0,78.8333333333,52.0,116.4,0,0,0,0,0,0,7,364,5,582,8192,64524,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 03:30:20,1053,1,1,40,100,40,40,40.0,0.0,100,100,100.0,0.0,132953.4662868,1899.3352326686,1053.0,0.0,1053,1053,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,949.6676163343,949.6676163343,40,100,60.0,34.6410161514,1200.0,0,0,0,0,0,0,0,0,1,90.0,40.0,100.0,0,0,0,0,0,0,1,40,1,100,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 08:28:25,369,1,1,40,56,40,40,40.0,0.0,56,56,56.0,0.0,260162.601626016,5420.054200542,369.0,0.0,369,369,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2710.027100271,2710.027100271,40,56,45.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,68.0,40.0,56.0,0,0,0,0,0,0,1,40,1,56,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 08:34:13,111,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18018.018018018,111.0,0.0,111,111,111,111.0,0.0,111,111,0,0.0,0.0,0,0,0,0,0,0,40,0,18018.018018018,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
51660,6,15/02/2018 03:13:48,0,2,0,38,0,38,0,19.0,26.8700576851,0,0,0.0,0.0,inf,inf,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0,0,0,40,0,0.0,0.0,0,38,25.3333333333,21.9393102292,481.3333333333,0,1,0,0,1,0,0,0,0,38.0,19.0,0.0,0,0,0,0,0,0,2,38,0,0,31,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
445,6,15/02/2018 10:21:12,814391,5,4,286,170,103,0,57.2,52.4852360193,131,0,42.5,61.7980582219,559.9276023433,11.0512026778,101798.875,130903.128179841,259367,62,814318,203579.5,136667.545400021,295478,178,814329,271443.0,20641.8925731145,295278,259440,0,0,0,0,112,92,6.1395570432,4.9116456346,0,131,45.6,52.9846938066,2807.3777777778,0,0,0,1,0,0,0,0,0,50.6666666667,57.2,42.5,0,0,0,0,0,0,5,286,4,170,8192,0,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,15/02/2018 10:45:33,2303916,8,7,1148,1581,677,0,143.5,228.129662379,1173,0,225.8571428571,430.0986044197,1184.5049906333,6.5106540343,164565.428571429,249857.804589766,953185,3,2303916,329130.857142857,399556.285769781,1215646,3,2095921,349320.166666667,296762.584947238,953185,208644,0,0,0,0,172,152,3.4723488183,3.038305216,0,1173,170.5625,319.433241591,102037.595833333,0,0,0,1,0,0,0,0,0,181.9333333333,143.5,225.8571428571,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 01:13:30,1536,1,1,35,89,35,35,35.0,0.0,89,89,89.0,0.0,80729.1666666667,1302.0833333333,1536.0,0.0,1536,1536,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,651.0416666667,651.0416666667,35,89,53.0,31.1769145362,972.0,0,0,0,0,0,0,0,0,1,79.5,35.0,89.0,0,0,0,0,0,0,1,35,1,89,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 02:10:08,1055,1,1,40,101,40,40,40.0,0.0,101,101,101.0,0.0,133649.289099526,1895.7345971564,1055.0,0.0,1055,1055,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,947.8672985782,947.8672985782,40,101,60.3333333333,35.2183664206,1240.3333333333,0,0,0,0,0,0,0,0,1,90.5,40.0,101.0,0,0,0,0,0,0,1,40,1,101,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
0,0,15/02/2018 10:31:50,112641194,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332404,56320597.0,39.5979797464,56320625,56320569,112641194,56320597.0,39.5979797464,56320625,56320569,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332404,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320597.0,39.5979797464,56320625,56320569,Benign
53,17,15/02/2018 10:53:27,1282,1,1,22,54,22,22,22.0,0.0,54,54,54.0,0.0,59282.3712948518,1560.0624024961,1282.0,0.0,1282,1282,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,780.0312012481,780.0312012481,22,54,32.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,49.0,22.0,54.0,0,0,0,0,0,0,1,22,1,54,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,15/02/2018 05:11:41,60202340,9,7,2001,4102,876,0,222.3333333333,355.6690877768,1460,0,586.0,645.8936961038,101.3747970594,0.2657704003,4013489.33333333,15474711.598244,59951190,0,60202340,7525292.5,21183286.5771659,59951190,726,150519,25086.5,28270.3208241435,77381,0,0,0,0,0,192,152,0.1494958502,0.1162745501,0,1460,359.0,510.6833656974,260797.5,0,0,0,1,0,0,0,0,0,381.4375,222.3333333333,586.0,0,0,0,0,0,0,9,2001,7,4102,8192,1026,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 05:12:53,1054,1,1,37,53,37,37,37.0,0.0,53,53,53.0,0.0,85388.9943074004,1897.5332068311,1054.0,0.0,1054,1054,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,948.7666034156,948.7666034156,37,53,42.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,63.5,37.0,53.0,0,0,0,0,0,0,1,37,1,53,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 11:28:48,54164663,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0369244428,54164663.0,0.0,54164663,54164663,54164663,54164663.0,0.0,54164663,54164663,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0369244428,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 02:48:41,86,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23255.8139534884,86.0,0.0,86,86,86,86.0,0.0,86,86,0,0.0,0.0,0,0,0,0,0,0,40,0,23255.8139534884,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
61729,6,15/02/2018 10:45:21,45,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,44444.4444444444,45.0,0.0,45,45,45,45.0,0.0,45,45,0,0.0,0.0,0,0,0,0,0,0,40,0,44444.4444444444,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,258,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
5355,17,15/02/2018 08:24:24,417217,2,0,44,0,22,22,22.0,0.0,0,0,0.0,0.0,105.4607074975,4.7936685226,417217.0,0.0,417217,417217,417217,417217.0,0.0,417217,417217,0,0.0,0.0,0,0,0,0,0,0,16,0,4.7936685226,0.0,22,22,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
60076,6,15/02/2018 10:25:19,22,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,90909.0909090909,22.0,0.0,22,22,22,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0,0,0,40,0,90909.0909090909,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,258,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 10:56:31,2272,1,1,37,97,37,37,37.0,0.0,97,97,97.0,0.0,58978.8732394366,880.2816901408,2272.0,0.0,2272,2272,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,440.1408450704,440.1408450704,37,97,57.0,34.6410161514,1200.0,0,0,0,0,0,0,0,0,1,85.5,37.0,97.0,0,0,0,0,0,0,1,37,1,97,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 11:45:36,837,3,4,161,488,161,0,53.6666666667,92.9533933395,488,0,122.0,244.0,775388.291517324,8363.201911589,139.5,96.2907056782,277,0,519,259.5,115.2584053334,341,178,560,186.6666666667,198.9706846079,396,0,0,0,0,0,72,92,3584.229390681,4778.972520908,0,488,81.125,173.7875858627,30202.125,0,0,0,1,0,0,0,0,1,92.7142857143,53.6666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 02:17:24,419,1,1,35,67,35,35,35.0,0.0,67,67,67.0,0.0,243436.754176611,4773.2696897375,419.0,0.0,419,419,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2386.6348448687,2386.6348448687,35,67,45.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,68.5,35.0,67.0,0,0,0,0,0,0,1,35,1,67,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
52144,6,15/02/2018 10:22:40,59,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,33898.3050847458,59.0,0.0,59,59,59,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0,0,0,40,0,33898.3050847458,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,260,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
52329,6,15/02/2018 03:58:02,46,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,43478.2608695652,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21739.1304347826,21739.1304347826,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,123,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 11:22:30,23152,1,1,59,141,59,59,59.0,0.0,141,141,141.0,0.0,8638.5625431928,86.3856254319,23152.0,0.0,23152,23152,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,43.192812716,43.192812716,59,141,86.3333333333,47.3427220735,2241.3333333333,0,0,0,0,0,0,0,0,1,129.5,59.0,141.0,0,0,0,0,0,0,1,59,1,141,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,15/02/2018 11:39:01,60120232,8,6,1303,4057,917,0,162.875,316.9954652673,1460,0,676.1666666667,659.5724119963,89.1546792434,0.2328666995,4624633.23076923,16623803.5195917,59951962,19,60120232,8588604.57142857,22649134.9501185,59951962,331,90054,18010.8,17841.8897877999,41460,44,0,0,0,0,172,132,0.1330666854,0.0998000141,0,1460,357.3333333333,529.0631432294,279907.80952381,0,0,0,1,0,0,0,0,0,382.8571428571,162.875,676.1666666667,0,0,0,0,0,0,8,1303,6,4057,8192,508,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 10:54:22,303,1,1,78,142,78,78,78.0,0.0,142,142,142.0,0.0,726072.607260726,6600.6600660066,303.0,0.0,303,303,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3300.3300330033,3300.3300330033,78,142,99.3333333333,36.9504172281,1365.3333333333,0,0,0,0,0,0,0,0,1,149.0,78.0,142.0,0,0,0,0,0,0,1,78,1,142,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 01:14:38,313,1,1,42,58,42,42,42.0,0.0,58,58,58.0,0.0,319488.817891374,6389.7763578275,313.0,0.0,313,313,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3194.8881789137,3194.8881789137,42,58,47.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,71.0,42.0,58.0,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,15/02/2018 12:58:59,2394223,8,7,1128,1581,661,0,141.0,222.62332056,1173,0,225.8571428571,430.0986044197,1131.473551127,6.265080571,171015.928571429,247180.677212957,937581,86,2394223,342031.857142857,403507.008894281,1235863,207,2160699,360116.5,283891.12768366,937581,226835,0,0,0,0,172,152,3.3413763045,2.9237042665,0,1173,169.3125,317.7312740352,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141.0,225.8571428571,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,15/02/2018 09:14:05,115987132,20,17,871,3500,512,0,43.55,120.8611534822,1460,0,205.8823529412,466.0844722731,37.6852149426,0.3190009043,3221864.77777778,4652489.15136162,10008905,16,115987132,6104585.89473684,4875841.80711513,10031063,16,110455038,6903439.875,4790930.16947303,10031148,19,0,0,0,0,412,484,0.1724329213,0.1465679831,0,1460,115.0263157895,329.1691823973,108352.350640114,0,0,0,1,0,0,0,0,0,118.1351351351,43.55,205.8823529412,0,0,0,0,0,0,20,871,17,3500,8192,980,15,20,35930.5,47603.8623079721,187093,22129,9629662.5,1297446.12848616,10008905,5509983,Benign
53,17,15/02/2018 01:18:35,498,1,1,45,61,45,45,45.0,0.0,61,61,61.0,0.0,212851.40562249,4016.0642570281,498.0,0.0,498,498,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2008.0321285141,2008.0321285141,45,61,50.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,75.5,45.0,61.0,0,0,0,0,0,0,1,45,1,61,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,15/02/2018 11:09:34,5497471,10,9,1789,1581,661,0,178.9,263.0684110434,1173,0,175.6666666667,385.5612791762,613.009145478,3.4561346481,305415.055555556,691811.545020452,3002473,35,5497471,610830.111111111,942081.985670229,3060383,459,5252451,656556.375,953159.950226754,3002473,244832,0,0,0,0,224,216,1.8190182358,1.6371164123,0,1173,168.5,311.3671888876,96949.5263157895,0,0,1,1,0,0,0,1,0,177.3684210526,178.9,175.6666666667,0,0,0,0,0,0,10,1789,9,1581,8192,62872,6,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 11:02:20,12587,1,1,50,66,50,50,50.0,0.0,66,66,66.0,0.0,9215.857630889,158.8940970843,12587.0,0.0,12587,12587,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,79.4470485421,79.4470485421,50,66,55.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,83.0,50.0,66.0,0,0,0,0,0,0,1,50,1,66,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,15/02/2018 09:04:03,65656089,26,73,1189,72806,206,0,45.7307692308,68.55570447,1410,0,997.3424657534,584.0427880819,1127.0089511424,1.5078571007,669960.091836735,5961811.80625913,58977222,0,65656089,2626243.56,11760209.9666172,58977222,127,65578270,910809.305555556,6955474.69330218,58999753,0,0,0,0,0,556,1472,0.3960028749,1.1118542257,0,1410,739.95,655.9087823837,430216.330808081,0,0,0,1,0,0,0,0,2,747.4242424242,45.7307692308,997.3424657534,0,0,0,0,0,0,26,1189,73,72806,8192,123,10,20,6601006.0,0.0,6601006,6601006,58977222.0,0.0,58977222,58977222,Benign
53,17,15/02/2018 01:48:04,1061,1,1,52,108,52,52,52.0,0.0,108,108,108.0,0.0,150801.131008483,1885.014137606,1061.0,0.0,1061,1061,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,942.507068803,942.507068803,52,108,70.6666666667,32.3316150746,1045.3333333333,0,0,0,0,0,0,0,0,1,106.0,52.0,108.0,0,0,0,0,0,0,1,52,1,108,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,15/02/2018 08:51:13,151160,6,6,1489,3370,846,0,248.1666666667,354.7846764823,1460,0,561.6666666667,642.8308227416,32144.7472876422,79.3860809738,13741.8181818182,21124.4121377054,46993,23,103792,20758.4,25287.3533569648,49708,345,104167,20833.4,26609.4774713823,52383,35,0,0,0,0,132,132,39.6930404869,39.6930404869,0,1460,373.7692307692,511.6729348985,261809.192307692,0,0,0,1,0,0,0,0,1,404.9166666667,248.1666666667,561.6666666667,0,0,0,0,0,0,6,1489,6,3370,8192,63,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 11:26:22,25638,1,1,32,124,32,32,32.0,0.0,124,124,124.0,0.0,6084.7179967236,78.0092050862,25638.0,0.0,25638,25638,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,39.0046025431,39.0046025431,32,124,62.6666666667,53.1162247654,2821.3333333333,0,0,0,0,0,0,0,0,1,94.0,32.0,124.0,0,0,0,0,0,0,1,32,1,124,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,15/02/2018 09:04:57,116873166,12,12,591,3634,191,0,49.25,69.4316210383,1430,0,302.8333333333,536.4087371896,36.1502998901,0.2053508159,5081442.0,16742873.9064664,58217561,0,116873166,10624833.2727273,23520443.9010917,58217561,142,116764100,10614918.1818182,23542567.1312641,58326667,0,0,0,0,0,252,252,0.102675408,0.102675408,0,1430,169.0,389.1060266817,151403.5,0,0,1,1,0,0,0,1,1,176.0416666667,49.25,302.8333333333,0,0,0,0,0,0,12,591,12,3634,8192,176,6,20,240135.0,185344.001057493,371193,109077,58141871.5,107041.117429238,58217561,58066182,Benign
51004,6,15/02/2018 11:32:09,1,2,0,31,0,31,0,15.5,21.9203102168,0,0,0.0,0.0,31000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,40,0,2000000.0,0.0,0,31,20.6666666667,17.8978583449,320.3333333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,127,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,15/02/2018 01:45:20,2062537,8,7,1128,1581,661,0,141.0,222.62332056,1173,0,225.8571428571,430.0986044197,1313.4309832987,7.2725968067,147324.071428571,242538.400350087,937489,3,2062537,294648.142857143,394890.834965998,1177587,3,1886851,314475.166666667,306179.68681963,937489,177081,0,0,0,0,172,152,3.8787182969,3.3938785098,0,1173,169.3125,317.7312740352,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141.0,225.8571428571,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 04:24:11,1004,3,4,148,243,148,0,49.3333333333,85.4478398401,243,0,60.75,121.5,389442.231075697,6972.1115537849,167.3333333333,133.890502526,365,27,432,216.0,125.8650070512,305,127,726,242.0,178.7148566852,365,37,0,0,0,0,72,92,2988.0478087649,3984.0637450199,0,243,48.875,93.9930658537,8834.6964285714,0,0,1,1,0,0,0,1,1,55.8571428571,49.3333333333,60.75,0,0,0,0,0,0,3,148,4,243,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 04:14:04,8724,1,1,53,101,53,53,53.0,0.0,101,101,101.0,0.0,17652.4530032095,229.2526364053,8724.0,0.0,8724,8724,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,114.6263182027,114.6263182027,53,101,69.0,27.7128129211,768.0,0,0,0,0,0,0,0,0,1,103.5,53.0,101.0,0,0,0,0,0,0,1,53,1,101,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
52352,6,15/02/2018 05:07:09,55,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,36363.6363636364,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,18181.8181818182,18181.8181818182,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,114,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,15/02/2018 08:33:04,118830179,22,35,941,26179,241,0,42.7727272727,72.1373899604,1430,0,747.9714285714,658.7945089647,228.2248518703,0.4796761267,2121967.48214286,10903676.0870099,58396496,1,118830179,5658579.95238095,17535768.217816,58532212,21,118673863,3490407.73529412,13925704.9974063,58491894,1,1,0,0,0,440,700,0.1851381542,0.2945379725,0,1430,471.7413793103,616.1252025971,379610.265275257,0,1,0,0,1,0,0,0,1,480.0175438597,42.7727272727,747.9714285714,0,0,0,0,0,0,22,941,35,26179,257,189,8,20,1073468.5,1189840.80252801,1914813,232124,58263714.5,187781.398132243,58396496,58130933,Benign
53,17,15/02/2018 12:54:41,274,1,1,40,56,40,40,40.0,0.0,56,56,56.0,0.0,350364.96350365,7299.2700729927,274.0,0.0,274,274,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3649.6350364964,3649.6350364964,40,56,45.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,68.0,40.0,56.0,0,0,0,0,0,0,1,40,1,56,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 01:27:45,6357620,4,4,97,232,97,0,24.25,48.5,232,0,58.0,116.0,51.7489249122,1.2583325207,908231.428571429,2375659.27044648,6295470,41,62150,20716.6666666667,35639.8416008452,61870,114,6357495,2119165.0,3670097.88232426,6357029,170,0,0,0,0,92,92,0.6291662603,0.6291662603,0,232,36.5555555556,80.0048609634,6400.7777777778,0,0,0,1,0,0,0,0,1,41.125,24.25,58.0,0,0,0,0,0,0,4,97,4,232,8192,141,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 01:45:32,12621,1,1,44,100,44,44,44.0,0.0,100,100,100.0,0.0,11409.5555027335,158.4660486491,12621.0,0.0,12621,12621,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,79.2330243245,79.2330243245,44,100,62.6666666667,32.3316150746,1045.3333333333,0,0,0,0,0,0,0,0,1,94.0,44.0,100.0,0,0,0,0,0,0,1,44,1,100,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 02:19:41,54495011,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0367006073,54495011.0,0.0,54495011,54495011,54495011,54495011.0,0.0,54495011,54495011,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0367006073,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
